,mes,escopo_autuacao,uf,descricao_infracao,amparo_legal,quantidade_autos
0,ABRIL,Cmt - Capacidade Máxima de Tração,RJ,Transitar com o veículo excedendo a CMT em até 600 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
1,ABRIL,Evasão de Balança,ES,Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos,"Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.",105
2,ABRIL,Evasão de Balança,RJ,Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos,"Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.",868
3,ABRIL,Excesso de Peso,ES,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",2
4,ABRIL,Excesso de Peso,ES,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",5
5,ABRIL,Excesso de Peso,ES,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",10
6,ABRIL,Excesso de Peso,MG,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",2
7,ABRIL,Excesso de Peso,RJ,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",3
8,ABRIL,Excesso de Peso,RJ,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",12
9,ABRIL,Excesso de Peso,SC,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
10,AGOSTO,Cmt - Capacidade Máxima de Tração,ES,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
11,AGOSTO,Cmt - Capacidade Máxima de Tração,MG,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",5
12,AGOSTO,Cmt - Capacidade Máxima de Tração,MS,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",2
13,AGOSTO,Cmt - Capacidade Máxima de Tração,RJ,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",9
14,AGOSTO,Cmt - Capacidade Máxima de Tração,RJ,Transitar com o veículo excedendo a CMT em até 600 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",3
15,AGOSTO,Cmt - Capacidade Máxima de Tração,RJ,Transitar com o veículo excedendo a CMT entre 601 e 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",2
16,AGOSTO,Cmt - Capacidade Máxima de Tração,RS,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
17,AGOSTO,Cmt - Capacidade Máxima de Tração,SC,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
18,AGOSTO,Evasão de Balança,ES,Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos,"Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.",351
19,AGOSTO,Evasão de Balança,RJ,Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos,"Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.",3028
20,AGOSTO,Excesso de Peso,ES,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",210
21,AGOSTO,Excesso de Peso,ES,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",262
22,AGOSTO,Excesso de Peso,ES,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",2194
23,AGOSTO,Excesso de Peso,GO,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
24,AGOSTO,Excesso de Peso,MG,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",146
25,AGOSTO,Excesso de Peso,MG,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",349
26,AGOSTO,Excesso de Peso,MG,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1805
27,AGOSTO,Excesso de Peso,MS,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",8
28,AGOSTO,Excesso de Peso,MS,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",49
29,AGOSTO,Excesso de Peso,MS,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",81
30,AGOSTO,Excesso de Peso,RJ,"Realizar transporte permissionado de passageiros, sem a emissão de bilhete.",[],1
31,AGOSTO,Excesso de Peso,RJ,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",468
32,AGOSTO,Excesso de Peso,RJ,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",563
33,AGOSTO,Excesso de Peso,RJ,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",4226
34,AGOSTO,Excesso de Peso,RS,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",99
35,AGOSTO,Excesso de Peso,RS,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",112
36,AGOSTO,Excesso de Peso,RS,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",667
37,AGOSTO,Excesso de Peso,SC,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",34
38,AGOSTO,Excesso de Peso,SC,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",76
39,AGOSTO,Excesso de Peso,SC,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",407
40,AGOSTO,Excesso de Peso,SP,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",47
41,AGOSTO,Excesso de Peso,SP,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",66
42,AGOSTO,Excesso de Peso,SP,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",627
43,DEZEMBRO,Cmt - Capacidade Máxima de Tração,ES,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",3
44,DEZEMBRO,Cmt - Capacidade Máxima de Tração,MG,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
45,DEZEMBRO,Cmt - Capacidade Máxima de Tração,MS,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",4
46,DEZEMBRO,Cmt - Capacidade Máxima de Tração,RJ,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",3
47,DEZEMBRO,Cmt - Capacidade Máxima de Tração,RJ,Transitar com o veículo excedendo a CMT em até 600 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",4
48,DEZEMBRO,Cmt - Capacidade Máxima de Tração,RJ,Transitar com o veículo excedendo a CMT entre 601 e 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
49,DEZEMBRO,Cmt - Capacidade Máxima de Tração,RS,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",2
50,DEZEMBRO,Cmt - Capacidade Máxima de Tração,SC,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
51,DEZEMBRO,Cmt - Capacidade Máxima de Tração,SP,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
52,DEZEMBRO,Evasão de Balança,ES,Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos,"Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.",727
53,DEZEMBRO,Evasão de Balança,RJ,Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos,"Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.",6186
54,DEZEMBRO,Evasão de Balança,SP,Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos,"Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.",105
55,DEZEMBRO,Excesso de Peso,ES,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",132
56,DEZEMBRO,Excesso de Peso,ES,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",217
57,DEZEMBRO,Excesso de Peso,ES,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1766
58,DEZEMBRO,Excesso de Peso,MG,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",86
59,DEZEMBRO,Excesso de Peso,MG,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",157
60,DEZEMBRO,Excesso de Peso,MG,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",986
61,DEZEMBRO,Excesso de Peso,MS,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",6
62,DEZEMBRO,Excesso de Peso,MS,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",51
63,DEZEMBRO,Excesso de Peso,MS,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",96
64,DEZEMBRO,Excesso de Peso,PR,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
65,DEZEMBRO,Excesso de Peso,RJ,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",304
66,DEZEMBRO,Excesso de Peso,RJ,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",337
67,DEZEMBRO,Excesso de Peso,RJ,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",2717
68,DEZEMBRO,Excesso de Peso,RS,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",33
69,DEZEMBRO,Excesso de Peso,RS,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",41
70,DEZEMBRO,Excesso de Peso,RS,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",328
71,DEZEMBRO,Excesso de Peso,SC,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",56
72,DEZEMBRO,Excesso de Peso,SC,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",105
73,DEZEMBRO,Excesso de Peso,SC,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",516
74,DEZEMBRO,Excesso de Peso,SP,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",37
75,DEZEMBRO,Excesso de Peso,SP,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",42
76,DEZEMBRO,Excesso de Peso,SP,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",408
77,FEVEREIRO,Cmt - Capacidade Máxima de Tração,ES,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",6
78,FEVEREIRO,Cmt - Capacidade Máxima de Tração,MG,Transitar com o veículo excedendo a CMT em até 600 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
79,FEVEREIRO,Cmt - Capacidade Máxima de Tração,MG,Transitar com o veículo excedendo a CMT entre 601 e 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
80,FEVEREIRO,Cmt - Capacidade Máxima de Tração,MS,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",2
