,city,city_ibge_code,date,epidemiological_week,estimated_population,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths,country
234,Rio Branco,1200401,2020-04-30,202018,413418,407319,False,False,344,83.20876,2020-04-30,0.0523,18,45,city,AC,44,1,Brazil
235,Senador Guiomard,1200450,2020-04-30,202018,23236,23024,False,False,3,12.911,2020-04-30,0.0,0,12,city,AC,0,0,Brazil
236,Xapuri,1200708,2020-04-30,202018,19596,19323,False,False,8,40.82466,2020-04-30,0.0,0,2,city,AC,5,0,Brazil
237,,12,2020-04-30,202018,894470,881935,False,False,404,45.16641,2020-04-30,0.047,19,45,state,AC,50,1,Brazil
238,Acrelândia,1200013,2020-05-01,202018,15490,15256,False,False,13,83.92511,2020-05-01,0.0,0,34,city,AC,0,0,Brazil
239,Assis Brasil,1200054,2020-05-01,202018,7534,7417,False,False,1,13.27316,2020-05-01,0.0,0,1,city,AC,1,0,Brazil
240,Bujari,1200138,2020-05-01,202018,10420,10266,False,False,2,19.19386,2020-05-01,0.0,0,24,city,AC,0,0,Brazil
241,Cruzeiro do Sul,1200203,2020-05-01,202018,89072,88376,False,False,12,13.47225,2020-05-01,0.0,0,19,city,AC,7,0,Brazil
242,Mâncio Lima,1200336,2020-05-01,202018,19311,18977,False,False,2,10.35679,2020-05-01,0.0,0,3,city,AC,0,0,Brazil
243,Plácido de Castro,1200385,2020-05-01,202018,19955,19761,False,False,34,170.38336,2020-05-01,0.0294,1,26,city,AC,9,0,Brazil
244,Porto Acre,1200807,2020-05-01,202018,18824,18504,False,False,2,10.62473,2020-05-01,0.0,0,34,city,AC,0,0,Brazil
245,Rio Branco,1200401,2020-05-01,202018,413418,407319,False,False,408,98.68946,2020-05-01,0.0441,18,46,city,AC,64,0,Brazil
246,Senador Guiomard,1200450,2020-05-01,202018,23236,23024,False,False,4,17.21467,2020-05-01,0.0,0,13,city,AC,1,0,Brazil
247,Xapuri,1200708,2020-05-01,202018,19596,19323,False,False,9,45.92774,2020-05-01,0.0,0,3,city,AC,1,0,Brazil
248,,12,2020-05-01,202018,894470,881935,False,False,487,54.44565,2020-05-01,0.039,19,46,state,AC,83,0,Brazil
249,Acrelândia,1200013,2020-05-02,202018,15490,15256,False,False,13,83.92511,2020-05-02,0.0,0,35,city,AC,0,0,Brazil
250,Assis Brasil,1200054,2020-05-02,202018,7534,7417,False,False,1,13.27316,2020-05-02,0.0,0,2,city,AC,0,0,Brazil
251,Bujari,1200138,2020-05-02,202018,10420,10266,False,False,2,19.19386,2020-05-02,0.0,0,25,city,AC,0,0,Brazil
252,Cruzeiro do Sul,1200203,2020-05-02,202018,89072,88376,False,False,9,10.10419,2020-05-02,0.0,0,20,city,AC,-3,0,Brazil
253,Feijó,1200302,2020-05-02,202018,34884,34780,False,False,1,2.86664,2020-05-02,0.0,0,1,city,AC,1,0,Brazil
254,Mâncio Lima,1200336,2020-05-02,202018,19311,18977,False,False,3,15.53519,2020-05-02,0.0,0,4,city,AC,1,0,Brazil
255,Plácido de Castro,1200385,2020-05-02,202018,19955,19761,False,False,34,170.38336,2020-05-02,0.0588,2,27,city,AC,0,1,Brazil
256,Porto Acre,1200807,2020-05-02,202018,18824,18504,False,False,2,10.62473,2020-05-02,0.0,0,35,city,AC,0,0,Brazil
257,Rio Branco,1200401,2020-05-02,202018,413418,407319,False,False,474,114.65393,2020-05-02,0.0422,20,47,city,AC,66,2,Brazil
258,Senador Guiomard,1200450,2020-05-02,202018,23236,23024,False,False,4,17.21467,2020-05-02,0.0,0,14,city,AC,0,0,Brazil
259,Tarauacá,1200609,2020-05-02,202018,43151,42567,False,False,1,2.31744,2020-05-02,0.0,0,1,city,AC,1,0,Brazil
260,Xapuri,1200708,2020-05-02,202018,19596,19323,False,False,9,45.92774,2020-05-02,0.0,0,4,city,AC,0,0,Brazil
261,,12,2020-05-02,202018,894470,881935,False,False,553,61.82432,2020-05-02,0.0398,22,47,state,AC,66,3,Brazil
262,Acrelândia,1200013,2020-05-03,202019,15490,15256,False,False,15,96.83667,2020-05-03,0.0,0,36,city,AC,2,0,Brazil
263,Assis Brasil,1200054,2020-05-03,202019,7534,7417,False,False,1,13.27316,2020-05-03,0.0,0,3,city,AC,0,0,Brazil
264,Bujari,1200138,2020-05-03,202019,10420,10266,False,False,2,19.19386,2020-05-03,0.0,0,26,city,AC,0,0,Brazil
265,Cruzeiro do Sul,1200203,2020-05-03,202019,89072,88376,False,False,9,10.10419,2020-05-03,0.0,0,21,city,AC,0,0,Brazil
266,Feijó,1200302,2020-05-03,202019,34884,34780,False,False,1,2.86664,2020-05-03,0.0,0,2,city,AC,0,0,Brazil
267,Mâncio Lima,1200336,2020-05-03,202019,19311,18977,False,False,3,15.53519,2020-05-03,0.0,0,5,city,AC,0,0,Brazil
268,Plácido de Castro,1200385,2020-05-03,202019,19955,19761,False,False,41,205.46229,2020-05-03,0.0732,3,28,city,AC,7,1,Brazil
269,Porto Acre,1200807,2020-05-03,202019,18824,18504,False,False,2,10.62473,2020-05-03,0.0,0,36,city,AC,0,0,Brazil
270,Rio Branco,1200401,2020-05-03,202019,413418,407319,False,False,567,137.14933,2020-05-03,0.0388,22,48,city,AC,93,2,Brazil
271,Senador Guiomard,1200450,2020-05-03,202019,23236,23024,False,False,6,25.822,2020-05-03,0.0,0,15,city,AC,2,0,Brazil
272,Tarauacá,1200609,2020-05-03,202019,43151,42567,False,False,2,4.63489,2020-05-03,0.0,0,2,city,AC,1,0,Brazil
273,Xapuri,1200708,2020-05-03,202019,19596,19323,False,False,9,45.92774,2020-05-03,0.0,0,5,city,AC,0,0,Brazil
274,,12,2020-05-03,202019,894470,881935,False,False,658,73.56312,2020-05-03,0.038,25,48,state,AC,105,3,Brazil
275,Acrelândia,1200013,2020-05-04,202019,15490,15256,False,False,15,96.83667,2020-05-04,0.0667,1,37,city,AC,0,1,Brazil
276,Assis Brasil,1200054,2020-05-04,202019,7534,7417,False,False,1,13.27316,2020-05-04,0.0,0,4,city,AC,0,0,Brazil
277,Bujari,1200138,2020-05-04,202019,10420,10266,False,False,2,19.19386,2020-05-04,0.0,0,27,city,AC,0,0,Brazil
278,Cruzeiro do Sul,1200203,2020-05-04,202019,89072,88376,False,False,11,12.34956,2020-05-04,0.0,0,22,city,AC,2,0,Brazil
279,Feijó,1200302,2020-05-04,202019,34884,34780,False,False,1,2.86664,2020-05-04,0.0,0,3,city,AC,0,0,Brazil
280,Mâncio Lima,1200336,2020-05-04,202019,19311,18977,False,False,2,10.35679,2020-05-04,0.0,0,6,city,AC,-1,0,Brazil
281,Plácido de Castro,1200385,2020-05-04,202019,19955,19761,False,False,41,205.46229,2020-05-04,0.0732,3,29,city,AC,0,0,Brazil
282,Porto Acre,1200807,2020-05-04,202019,18824,18504,False,False,2,10.62473,2020-05-04,0.0,0,37,city,AC,0,0,Brazil
283,Rio Branco,1200401,2020-05-04,202019,413418,407319,False,False,635,153.59757,2020-05-04,0.0378,24,49,city,AC,68,2,Brazil
284,Sena Madureira,1200500,2020-05-04,202019,46511,45848,False,False,2,4.30006,2020-05-04,0.0,0,1,city,AC,2,0,Brazil
285,Senador Guiomard,1200450,2020-05-04,202019,23236,23024,False,False,10,43.03667,2020-05-04,0.0,0,16,city,AC,4,0,Brazil
286,Tarauacá,1200609,2020-05-04,202019,43151,42567,False,False,2,4.63489,2020-05-04,0.0,0,3,city,AC,0,0,Brazil
287,Xapuri,1200708,2020-05-04,202019,19596,19323,False,False,9,45.92774,2020-05-04,0.0,0,6,city,AC,0,0,Brazil
288,,12,2020-05-04,202019,894470,881935,False,False,733,81.94797,2020-05-04,0.0382,28,49,state,AC,75,3,Brazil
289,Acrelândia,1200013,2020-05-05,202019,15490,15256,False,False,16,103.29245,2020-05-05,0.0625,1,38,city,AC,1,0,Brazil
290,Assis Brasil,1200054,2020-05-05,202019,7534,7417,False,False,1,13.27316,2020-05-05,0.0,0,5,city,AC,0,0,Brazil
291,Bujari,1200138,2020-05-05,202019,10420,10266,False,False,2,19.19386,2020-05-05,0.0,0,28,city,AC,0,0,Brazil
292,Cruzeiro do Sul,1200203,2020-05-05,202019,89072,88376,False,False,22,24.69912,2020-05-05,0.0,0,23,city,AC,11,0,Brazil
293,Feijó,1200302,2020-05-05,202019,34884,34780,False,False,1,2.86664,2020-05-05,0.0,0,4,city,AC,0,0,Brazil
294,Mâncio Lima,1200336,2020-05-05,202019,19311,18977,False,False,2,10.35679,2020-05-05,0.0,0,7,city,AC,0,0,Brazil
295,Plácido de Castro,1200385,2020-05-05,202019,19955,19761,False,False,45,225.50739,2020-05-05,0.0667,3,30,city,AC,4,0,Brazil
296,Porto Acre,1200807,2020-05-05,202019,18824,18504,False,False,2,10.62473,2020-05-05,0.0,0,38,city,AC,0,0,Brazil
297,Rio Branco,1200401,2020-05-05,202019,413418,407319,False,False,696,168.35261,2020-05-05,0.0359,25,50,city,AC,61,1,Brazil
298,Sena Madureira,1200500,2020-05-05,202019,46511,45848,False,False,2,4.30006,2020-05-05,0.0,0,2,city,AC,0,0,Brazil
299,Senador Guiomard,1200450,2020-05-05,202019,23236,23024,False,False,11,47.34033,2020-05-05,0.0,0,17,city,AC,1,0,Brazil
300,Tarauacá,1200609,2020-05-05,202019,43151,42567,False,False,8,18.53955,2020-05-05,0.0,0,4,city,AC,6,0,Brazil
301,Xapuri,1200708,2020-05-05,202019,19596,19323,False,False,9,45.92774,2020-05-05,0.0,0,7,city,AC,0,0,Brazil
302,,12,2020-05-05,202019,894470,881935,False,False,817,91.33901,2020-05-05,0.0355,29,50,state,AC,84,1,Brazil
303,Acrelândia,1200013,2020-05-06,202019,15490,15256,False,False,15,96.83667,2020-05-06,0.0667,1,39,city,AC,-1,0,Brazil
304,Assis Brasil,1200054,2020-05-06,202019,7534,7417,False,False,1,13.27316,2020-05-06,0.0,0,6,city,AC,0,0,Brazil
305,Bujari,1200138,2020-05-06,202019,10420,10266,False,False,3,28.79079,2020-05-06,0.0,0,29,city,AC,1,0,Brazil
306,Cruzeiro do Sul,1200203,2020-05-06,202019,89072,88376,False,False,26,29.18987,2020-05-06,0.0,0,24,city,AC,4,0,Brazil
307,Feijó,1200302,2020-05-06,202019,34884,34780,False,False,1,2.86664,2020-05-06,0.0,0,5,city,AC,0,0,Brazil
308,Mâncio Lima,1200336,2020-05-06,202019,19311,18977,False,False,2,10.35679,2020-05-06,0.0,0,8,city,AC,0,0,Brazil
309,Plácido de Castro,1200385,2020-05-06,202019,19955,19761,False,False,53,265.59759,2020-05-06,0.0566,3,31,city,AC,8,0,Brazil
310,Porto Acre,1200807,2020-05-06,202019,18824,18504,False,False,3,15.9371,2020-05-06,0.0,0,39,city,AC,1,0,Brazil
311,Rio Branco,1200401,2020-05-06,202019,413418,407319,False,False,808,195.44384,2020-05-06,0.0384,31,51,city,AC,112,6,Brazil
312,Sena Madureira,1200500,2020-05-06,202019,46511,45848,False,False,2,4.30006,2020-05-06,0.0,0,3,city,AC,0,0,Brazil
313,Senador Guiomard,1200450,2020-05-06,202019,23236,23024,False,False,12,51.644,2020-05-06,0.0,0,18,city,AC,1,0,Brazil
314,Tarauacá,1200609,2020-05-06,202019,43151,42567,False,False,8,18.53955,2020-05-06,0.0,0,5,city,AC,0,0,Brazil
315,Xapuri,1200708,2020-05-06,202019,19596,19323,False,False,9,45.92774,2020-05-06,0.0,0,8,city,AC,0,0,Brazil
316,,12,2020-05-06,202019,894470,881935,False,False,943,105.42556,2020-05-06,0.0371,35,51,state,AC,126,6,Brazil
317,Acrelândia,1200013,2020-05-07,202019,15490,15256,False,False,15,96.83667,2020-05-07,0.0667,1,40,city,AC,0,0,Brazil
318,Assis Brasil,1200054,2020-05-07,202019,7534,7417,False,False,1,13.27316,2020-05-07,0.0,0,7,city,AC,0,0,Brazil
319,Bujari,1200138,2020-05-07,202019,10420,10266,False,False,4,38.38772,2020-05-07,0.0,0,30,city,AC,1,0,Brazil
320,Cruzeiro do Sul,1200203,2020-05-07,202019,89072,88376,False,False,26,29.18987,2020-05-07,0.0,0,25,city,AC,0,0,Brazil
321,Epitaciolândia,1200252,2020-05-07,202019,18696,18411,False,False,2,10.69748,2020-05-07,0.0,0,1,city,AC,2,0,Brazil
322,Feijó,1200302,2020-05-07,202019,34884,34780,False,False,1,2.86664,2020-05-07,0.0,0,6,city,AC,0,0,Brazil
323,Mâncio Lima,1200336,2020-05-07,202019,19311,18977,False,False,3,15.53519,2020-05-07,0.0,0,9,city,AC,1,0,Brazil
324,Plácido de Castro,1200385,2020-05-07,202019,19955,19761,False,False,54,270.60887,2020-05-07,0.0556,3,32,city,AC,1,0,Brazil
325,Porto Acre,1200807,2020-05-07,202019,18824,18504,False,False,3,15.9371,2020-05-07,0.0,0,40,city,AC,0,0,Brazil
326,Rio Branco,1200401,2020-05-07,202019,413418,407319,False,False,875,211.65019,2020-05-07,0.0354,31,52,city,AC,67,0,Brazil
327,Sena Madureira,1200500,2020-05-07,202019,46511,45848,False,False,2,4.30006,2020-05-07,0.0,0,4,city,AC,0,0,Brazil
328,Senador Guiomard,1200450,2020-05-07,202019,23236,23024,False,False,11,47.34033,2020-05-07,0.0,0,19,city,AC,-1,0,Brazil
329,Tarauacá,1200609,2020-05-07,202019,43151,42567,False,False,8,18.53955,2020-05-07,0.125,1,6,city,AC,0,1,Brazil
330,Xapuri,1200708,2020-05-07,202019,19596,19323,False,False,9,45.92774,2020-05-07,0.0,0,9,city,AC,0,0,Brazil
331,,12,2020-05-07,202019,894470,881935,False,False,1014,113.36322,2020-05-07,0.0355,36,52,state,AC,71,1,Brazil
332,Acrelândia,1200013,2020-05-08,202019,15490,15256,False,False,17,109.74822,2020-05-08,0.0588,1,41,city,AC,2,0,Brazil
333,Assis Brasil,1200054,2020-05-08,202019,7534,7417,False,False,1,13.27316,2020-05-08,0.0,0,8,city,AC,0,0,Brazil
334,Bujari,1200138,2020-05-08,202019,10420,10266,False,False,4,38.38772,2020-05-08,0.0,0,31,city,AC,0,0,Brazil
335,Capixaba,1200179,2020-05-08,202019,12008,11733,False,False,1,8.32778,2020-05-08,0.0,0,1,city,AC,1,0,Brazil
336,Cruzeiro do Sul,1200203,2020-05-08,202019,89072,88376,False,False,47,52.7663,2020-05-08,0.0,0,26,city,AC,21,0,Brazil
337,Epitaciolândia,1200252,2020-05-08,202019,18696,18411,False,False,2,10.69748,2020-05-08,0.0,0,2,city,AC,0,0,Brazil
338,Feijó,1200302,2020-05-08,202019,34884,34780,False,False,1,2.86664,2020-05-08,0.0,0,7,city,AC,0,0,Brazil
339,Mâncio Lima,1200336,2020-05-08,202019,19311,18977,False,False,3,15.53519,2020-05-08,0.0,0,10,city,AC,0,0,Brazil
340,Plácido de Castro,1200385,2020-05-08,202019,19955,19761,False,False,62,310.69907,2020-05-08,0.0484,3,33,city,AC,8,0,Brazil
341,Porto Acre,1200807,2020-05-08,202019,18824,18504,False,False,8,42.49894,2020-05-08,0.0,0,41,city,AC,5,0,Brazil
342,Rio Branco,1200401,2020-05-08,202019,413418,407319,False,False,994,240.43462,2020-05-08,0.0332,33,53,city,AC,119,2,Brazil
343,Santa Rosa do Purus,1200435,2020-05-08,202019,6717,6540,False,False,1,14.8876,2020-05-08,0.0,0,1,city,AC,1,0,Brazil
344,Sena Madureira,1200500,2020-05-08,202019,46511,45848,False,False,2,4.30006,2020-05-08,0.0,0,5,city,AC,0,0,Brazil
345,Senador Guiomard,1200450,2020-05-08,202019,23236,23024,False,False,15,64.555,2020-05-08,0.0,0,20,city,AC,4,0,Brazil
346,Tarauacá,1200609,2020-05-08,202019,43151,42567,False,False,9,20.85699,2020-05-08,0.1111,1,7,city,AC,1,0,Brazil
347,Xapuri,1200708,2020-05-08,202019,19596,19323,False,False,10,51.03082,2020-05-08,0.0,0,10,city,AC,1,0,Brazil
348,,12,2020-05-08,202019,894470,881935,False,False,1177,131.5863,2020-05-08,0.0323,38,53,state,AC,163,2,Brazil
349,Acrelândia,1200013,2020-05-09,202019,15490,15256,False,False,28,180.76178,2020-05-09,0.0357,1,42,city,AC,11,0,Brazil
350,Assis Brasil,1200054,2020-05-09,202019,7534,7417,False,False,1,13.27316,2020-05-09,0.0,0,9,city,AC,0,0,Brazil
351,Brasiléia,1200104,2020-05-09,202019,26702,26278,False,False,1,3.74504,2020-05-09,0.0,0,1,city,AC,1,0,Brazil
352,Bujari,1200138,2020-05-09,202019,10420,10266,False,False,4,38.38772,2020-05-09,0.0,0,32,city,AC,0,0,Brazil
353,Capixaba,1200179,2020-05-09,202019,12008,11733,False,False,1,8.32778,2020-05-09,0.0,0,2,city,AC,0,0,Brazil
354,Cruzeiro do Sul,1200203,2020-05-09,202019,89072,88376,False,False,46,51.64361,2020-05-09,0.0,0,27,city,AC,-1,0,Brazil
355,Epitaciolândia,1200252,2020-05-09,202019,18696,18411,False,False,2,10.69748,2020-05-09,0.0,0,3,city,AC,0,0,Brazil
356,Feijó,1200302,2020-05-09,202019,34884,34780,False,False,1,2.86664,2020-05-09,0.0,0,8,city,AC,0,0,Brazil
357,Mâncio Lima,1200336,2020-05-09,202019,19311,18977,False,False,3,15.53519,2020-05-09,0.0,0,11,city,AC,0,0,Brazil
358,Plácido de Castro,1200385,2020-05-09,202019,19955,19761,False,False,68,340.76673,2020-05-09,0.0441,3,34,city,AC,6,0,Brazil
359,Porto Acre,1200807,2020-05-09,202019,18824,18504,False,False,8,42.49894,2020-05-09,0.0,0,42,city,AC,0,0,Brazil
360,Rio Branco,1200401,2020-05-09,202019,413418,407319,False,False,1124,271.87979,2020-05-09,0.0311,35,54,city,AC,130,2,Brazil
361,Santa Rosa do Purus,1200435,2020-05-09,202019,6717,6540,False,False,1,14.8876,2020-05-09,0.0,0,2,city,AC,0,0,Brazil
362,Sena Madureira,1200500,2020-05-09,202019,46511,45848,False,False,5,10.75015,2020-05-09,0.0,0,6,city,AC,3,0,Brazil
363,Senador Guiomard,1200450,2020-05-09,202019,23236,23024,False,False,15,64.555,2020-05-09,0.0,0,21,city,AC,0,0,Brazil
364,Tarauacá,1200609,2020-05-09,202019,43151,42567,False,False,16,37.07909,2020-05-09,0.0625,1,8,city,AC,7,0,Brazil
365,Xapuri,1200708,2020-05-09,202019,19596,19323,False,False,11,56.1339,2020-05-09,0.0,0,11,city,AC,1,0,Brazil
366,,12,2020-05-09,202019,894470,881935,False,False,1335,149.25039,2020-05-09,0.03,40,54,state,AC,158,2,Brazil
367,Acrelândia,1200013,2020-05-10,202020,15490,15256,False,False,30,193.67334,2020-05-10,0.0333,1,43,city,AC,2,0,Brazil
368,Assis Brasil,1200054,2020-05-10,202020,7534,7417,False,False,1,13.27316,2020-05-10,0.0,0,10,city,AC,0,0,Brazil
369,Brasiléia,1200104,2020-05-10,202020,26702,26278,False,False,1,3.74504,2020-05-10,0.0,0,2,city,AC,0,0,Brazil
370,Bujari,1200138,2020-05-10,202020,10420,10266,False,False,4,38.38772,2020-05-10,0.0,0,33,city,AC,0,0,Brazil
371,Capixaba,1200179,2020-05-10,202020,12008,11733,False,False,1,8.32778,2020-05-10,0.0,0,3,city,AC,0,0,Brazil
372,Cruzeiro do Sul,1200203,2020-05-10,202020,89072,88376,False,False,75,84.20154,2020-05-10,0.0,0,28,city,AC,29,0,Brazil
373,Epitaciolândia,1200252,2020-05-10,202020,18696,18411,False,False,2,10.69748,2020-05-10,0.0,0,4,city,AC,0,0,Brazil
374,Feijó,1200302,2020-05-10,202020,34884,34780,False,False,1,2.86664,2020-05-10,0.0,0,9,city,AC,0,0,Brazil
375,Mâncio Lima,1200336,2020-05-10,202020,19311,18977,False,False,3,15.53519,2020-05-10,0.0,0,12,city,AC,0,0,Brazil
376,Plácido de Castro,1200385,2020-05-10,202020,19955,19761,False,False,68,340.76673,2020-05-10,0.0441,3,35,city,AC,0,0,Brazil
377,Porto Acre,1200807,2020-05-10,202020,18824,18504,False,False,8,42.49894,2020-05-10,0.0,0,43,city,AC,0,0,Brazil
378,Rio Branco,1200401,2020-05-10,202020,413418,407319,False,False,1192,288.32804,2020-05-10,0.0302,36,55,city,AC,68,1,Brazil
379,Santa Rosa do Purus,1200435,2020-05-10,202020,6717,6540,False,False,1,14.8876,2020-05-10,0.0,0,3,city,AC,0,0,Brazil
380,Sena Madureira,1200500,2020-05-10,202020,46511,45848,False,False,5,10.75015,2020-05-10,0.0,0,7,city,AC,0,0,Brazil
381,Senador Guiomard,1200450,2020-05-10,202020,23236,23024,False,False,28,120.50267,2020-05-10,0.0,0,22,city,AC,13,0,Brazil
382,Tarauacá,1200609,2020-05-10,202020,43151,42567,False,False,16,37.07909,2020-05-10,0.0625,1,9,city,AC,0,0,Brazil
383,Xapuri,1200708,2020-05-10,202020,19596,19323,False,False,11,56.1339,2020-05-10,0.0,0,12,city,AC,0,0,Brazil
384,,12,2020-05-10,202020,894470,881935,False,False,1447,161.77178,2020-05-10,0.0283,41,55,state,AC,112,1,Brazil
385,Acrelândia,1200013,2020-05-11,202020,15490,15256,False,False,30,193.67334,2020-05-11,0.0333,1,44,city,AC,0,0,Brazil
386,Assis Brasil,1200054,2020-05-11,202020,7534,7417,False,False,1,13.27316,2020-05-11,0.0,0,11,city,AC,0,0,Brazil
387,Brasiléia,1200104,2020-05-11,202020,26702,26278,False,False,1,3.74504,2020-05-11,0.0,0,3,city,AC,0,0,Brazil
